basic_prompt,instructive_prompt,CoT_prompt
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  pillow","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  pillow","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  pillow"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  cereal box","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  cereal box","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  cereal box"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  coffee mug","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  coffee mug","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  coffee mug"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  umbrella","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  umbrella","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  umbrella"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  candle","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  candle","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  candle"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  shoe","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  shoe","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  shoe"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  mirror","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  mirror","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  mirror"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  key","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  key","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  key"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  guitar","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  guitar","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  guitar"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  toothbrush","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  toothbrush","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  toothbrush"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  belt","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  belt","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  belt"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  tennis ball","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  tennis ball","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  tennis ball"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  sunglasses","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  sunglasses","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  sunglasses"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  magazine","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  magazine","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  magazine"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  alarm clock","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  alarm clock","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  alarm clock"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  backpack","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  backpack","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  backpack"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  calculator","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  calculator","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  calculator"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  hairbrush","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  hairbrush","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  hairbrush"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  sponge","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  sponge","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  sponge"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  tape measure","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  tape measure","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  tape measure"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  wallet","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  wallet","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  wallet"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  bottle cap","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  bottle cap","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  bottle cap"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  chessboard","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  chessboard","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  chessboard"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  handkerchief","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  handkerchief","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  handkerchief"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  hula hoop","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  hula hoop","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  hula hoop"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  cookie jar","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  cookie jar","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  cookie jar"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  pencil sharpener","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  pencil sharpener","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  pencil sharpener"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  glove","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  glove","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  glove"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  bicycle","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  bicycle","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  bicycle"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  ice cube tray","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  ice cube tray","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  ice cube tray"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  tie","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  tie","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  tie"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  pillowcase","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  pillowcase","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  pillowcase"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  clothespin","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  clothespin","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  clothespin"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  CD","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  CD","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  CD"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  picture frame","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  picture frame","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  picture frame"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  suitcase","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  suitcase","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  suitcase"
"Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Please list unusual uses of  scissors","Unusual Uses Task. The purpose of this task is to measure your ability to come up with creative and unique uses for everyday objects. We're looking for out-of-the-box thinking here. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for the object as you can think of. Please list unusual uses of  scissors","Unusual Uses Task. You will be presented with a common object, and your task is to suggest as many unusual, innovative, or non-traditional uses for each object as you can think of. Let's think step by step. Please list unusual uses of  scissors"
